"Ship","Tow_number","Net_number","Taxon","Fish.ID","Image.Name","ImageJ.Number","Std_length_mm","Notes","Tow_net","cruise_no","fish_no","packet_no","lowest_taxa_final","taxa_code_final","taxa_code_final_method","taxa_code_original","taxa_updated_date","visual_ID_confidence","photo_ID","total_weight","gut_weight_full","gut_weight_empty","gut_dispensation","sex","sex_confidence","gonad_weight","head_collected","body_location","fish_comments","processed_date","processed_initials","taxa_code","Lowest_taxon","Date","TimeLocal","DayNight","LatitudeStart","LongitudeStart","LatitudeEnd","LongitudeEnd","MeshSize","DepthStart","DepthEnd","DepthInterval","VolFilt","Temp","Sal","FracBiom","VolFiltM3","split_correct_Cook","Family","estimated_weight","weight.to.use"
"Sarmiento","4",1,"Gonostomatidae","MOC4-Net1-Gon-7","SG2105_MOC4_Net1_ImageJ","7",28.203,"damaged head, full body ","4 _ 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5/13/21","2:18:00","Night",49.117264,-14.734732,49.027761,-14.771244,333,1000,500,500,NA,NA,NA,NA,33382,NA,"Gonostomatidae",0.197400346186966,0.197400346186966
"Sarmiento","4",1,"Gonostomatidae","MOC4-Net1-Gon-8","SG2105_MOC4_Net1_ImageJ","8",22.176,NA,"4 _ 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5/13/21","2:18:00","Night",49.117264,-14.734732,49.027761,-14.771244,333,1000,500,500,NA,NA,NA,NA,33382,NA,"Gonostomatidae",0.0961118544346929,0.0961118544346929
"Sarmiento","4",1,"Gonostomatidae","MOC4-Net1-Gon-9","SG2105_MOC4_Net1_ImageJ","9",30.135,NA,"4 _ 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5/13/21","2:18:00","Night",49.117264,-14.734732,49.027761,-14.771244,333,1000,500,500,NA,NA,NA,NA,33382,NA,"Gonostomatidae",0.240708934617253,0.240708934617253
"Sarmiento","4",1,"Gonostomatidae","MOC4-Net1-Gon-10","SG2105_MOC4_Net1_ImageJ","10",22.68,NA,"4 _ 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5/13/21","2:18:00","Night",49.117264,-14.734732,49.027761,-14.771244,333,1000,500,500,NA,NA,NA,NA,33382,NA,"Gonostomatidae",0.102800275250548,0.102800275250548
"Sarmiento","4",1,"Gonostomatidae","MOC4-Net1-Gon-11","SG2105_MOC4_Net1_ImageJ","11",23.1945,NA,"4 _ 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5/13/21","2:18:00","Night",49.117264,-14.734732,49.027761,-14.771244,333,1000,500,500,NA,NA,NA,NA,33382,NA,"Gonostomatidae",0.109940597856089,0.109940597856089
"Sarmiento","4",1,"Gonostomatidae","MOC4-Net1-Gon-12","SG2105_MOC4_Net1_ImageJ","12",21.3885,NA,"4 _ 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5/13/21","2:18:00","Night",49.117264,-14.734732,49.027761,-14.771244,333,1000,500,500,NA,NA,NA,NA,33382,NA,"Gonostomatidae",0.0862518389909658,0.0862518389909658
"Sarmiento","4",1,"Gonostomatidae","MOC4-Net1-Gon-13","SG2105_MOC4_Net1_ImageJ","13",20.79,NA,"4 _ 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5/13/21","2:18:00","Night",49.117264,-14.734732,49.027761,-14.771244,333,1000,500,500,NA,NA,NA,NA,33382,NA,"Gonostomatidae",0.0792263028014578,0.0792263028014578
"Sarmiento","4",3,"Myctophidae","MOC4-Net3-Myc-1","SG2105_MOC4_Net3_ImageJ","1",11.9595,NA,"4 _ 3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5/13/21","2:18:00","Night",49.117264,-14.734732,49.027761,-14.771244,333,300,100,200,NA,NA,NA,NA,11011,NA,"Myctophidae",0.0179294692213851,0.0179294692213851
"Sarmiento","4",3,"Myctophidae","MOC4-Net3-Myc-2","SG2105_MOC4_Net3_ImageJ","2",13.566,NA,"4 _ 3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5/13/21","2:18:00","Night",49.117264,-14.734732,49.027761,-14.771244,333,300,100,200,NA,NA,NA,NA,11011,NA,"Myctophidae",0.0265353427300748,0.0265353427300748
"Sarmiento","4",3,"Myctophidae","MOC4-Net3-Myc-3","SG2105_MOC4_Net3_ImageJ","3",13.0935,NA,"4 _ 3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5/13/21","2:18:00","Night",49.117264,-14.734732,49.027761,-14.771244,333,300,100,200,NA,NA,NA,NA,11011,NA,"Myctophidae",0.023764978854181,0.023764978854181
"Sarmiento","4",4,"Gonostomatidae","MOC4-Net4-Gon-1","SG2105_MOC4_Net4_ImageJ","1",18.6165,"body broken, head present","4 _ 4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5/13/21","2:18:00","Night",49.117264,-14.734732,49.027761,-14.771244,333,100,0,100,NA,NA,NA,NA,7325,NA,"Gonostomatidae",0.0569253371624921,0.0569253371624921
"Sarmiento","4",4,"Gonostomatidae","MOC4-Net4-Gon-2","SG2105_MOC4_Net4_ImageJ","2",17.2305,"body broken, head present","4 _ 4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5/13/21","2:18:00","Night",49.117264,-14.734732,49.027761,-14.771244,333,100,0,100,NA,NA,NA,NA,7325,NA,"Gonostomatidae",0.0451563939683699,0.0451563939683699
"Sarmiento","5",1,"Gonostomatidae","MOC5-Net1-Gon-1","SG2105_MOC5_Net1_ImageJ","1",28.917,NA,"5 _ 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5/13/21","15:30:00","Day",49.111649,-14.747449,49.149111,-14.685163,333,1000,500,500,NA,NA,NA,NA,20594,NA,"Gonostomatidae",0.21274164071965,0.21274164071965
"Sarmiento","5",1,"Gonostomatidae","MOC5-Net1-Gon-2","SG2105_MOC5_Net1_ImageJ","2",29.63625,"headless","5 _ 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5/13/21","15:30:00","Day",49.111649,-14.747449,49.149111,-14.685163,333,1000,500,500,NA,NA,NA,NA,20594,NA,"Gonostomatidae",0.228978421585961,0.228978421585961
"Sarmiento","5",1,"Gonostomatidae","MOC5-Net1-Gon-3","SG2105_MOC5_Net1_ImageJ","3",20.9475,NA,"5 _ 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5/13/21","15:30:00","Day",49.111649,-14.747449,49.149111,-14.685163,333,1000,500,500,NA,NA,NA,NA,20594,NA,"Gonostomatidae",0.0810366786232903,0.0810366786232903
"Sarmiento","5",3,"Sternoptychidae","MOC5-Net3-Ste-1","SG2105_MOC5_Net3_ImageJ","1",13.713,NA,"5 _ 3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5/13/21","15:30:00","Day",49.111649,-14.747449,49.149111,-14.685163,333,300,100,200,NA,NA,NA,NA,10917,NA,"Sternoptychidae",0.0369267874105465,0.0369267874105465
"Sarmiento","6",1,"Gonostomatidae","MOC6-Net1-Gon-1","SG2105_MOC6_Net1_ImageJ","1",27.531,NA,"6 _ 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5/14/21","0:18:00","Night",48.972416,-14.708406,48.91968,-14.79558,333,1000,500,500,NA,NA,NA,NA,25437,NA,"Gonostomatidae",0.18365158661468,0.18365158661468
"Sarmiento","6",1,"Gonostomatidae","MOC6-Net1-Gon-2","SG2105_MOC6_Net1_ImageJ","2",20.4645,NA,"6 _ 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5/14/21","0:18:00","Night",48.972416,-14.708406,48.91968,-14.79558,333,1000,500,500,NA,NA,NA,NA,25437,NA,"Gonostomatidae",0.0755706237221282,0.0755706237221282
"Sarmiento","6",1,"Gonostomatidae","MOC6-Net1-Gon-3","SG2105_MOC6_Net1_ImageJ","3",20.118,NA,"6 _ 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5/14/21","0:18:00","Night",48.972416,-14.708406,48.91968,-14.79558,333,1000,500,500,NA,NA,NA,NA,25437,NA,"Gonostomatidae",0.0718044337338834,0.0718044337338834
"Sarmiento","6",1,"Gonostomatidae","MOC6-Net1-Gon-4","SG2105_MOC6_Net1_ImageJ","4",25.0215,NA,"6 _ 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5/14/21","0:18:00","Night",48.972416,-14.708406,48.91968,-14.79558,333,1000,500,500,NA,NA,NA,NA,25437,NA,"Gonostomatidae",0.137953667049609,0.137953667049609
"Sarmiento","6",1,"Gonostomatidae","MOC6-Net1-Gon-5","SG2105_MOC6_Net1_ImageJ","5",21.609,NA,"6 _ 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5/14/21","0:18:00","Night",48.972416,-14.708406,48.91968,-14.79558,333,1000,500,500,NA,NA,NA,NA,25437,NA,"Gonostomatidae",0.0889412039627032,0.0889412039627032
"Sarmiento","6",1,"Gonostomatidae","MOC6-Net1-Gon-6","SG2105_MOC6_Net1_ImageJ","6",21.84,NA,"6 _ 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5/14/21","0:18:00","Night",48.972416,-14.708406,48.91968,-14.79558,333,1000,500,500,NA,NA,NA,NA,25437,NA,"Gonostomatidae",0.091817924440524,0.091817924440524
"Sarmiento","6",1,"Gonostomatidae","MOC6-Net1-Gon-7","SG2105_MOC6_Net1_ImageJ","7",20.1705,NA,"6 _ 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5/14/21","0:18:00","Night",48.972416,-14.708406,48.91968,-14.79558,333,1000,500,500,NA,NA,NA,NA,25437,NA,"Gonostomatidae",0.0723668434347463,0.0723668434347463
"Sarmiento","6",1,"Gonostomatidae","MOC6-Net1-Gon-8","SG2105_MOC6_Net1_ImageJ","8",35.49,NA,"6 _ 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5/14/21","0:18:00","Night",48.972416,-14.708406,48.91968,-14.79558,333,1000,500,500,NA,NA,NA,NA,25437,NA,"Gonostomatidae",0.392775125785327,0.392775125785327
"Sarmiento","6",2,"Sternoptychidae","MOC6-Net2-Ste-1","SG2105_MOC6_Net2_ImageJ","1",30.66,NA,"6 _ 2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5/14/21","0:18:00","Night",48.972416,-14.708406,48.91968,-14.79558,333,500,300,200,NA,NA,NA,NA,10378,NA,"Sternoptychidae",0.400860754784642,0.400860754784642
"Sarmiento","6",2,"Sternoptychidae","MOC6-Net2-Ste-2","SG2105_MOC6_Net2_ImageJ","2",20.6745,NA,"6 _ 2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5/14/21","0:18:00","Night",48.972416,-14.708406,48.91968,-14.79558,333,500,300,200,NA,NA,NA,NA,10378,NA,"Sternoptychidae",0.124676834663345,0.124676834663345
"Sarmiento","6",2,"Myctophidae","MOC6-Net2-Myc-1","SG2105_MOC6_Net2_ImageJ","3",14.385,NA,"6 _ 2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5/14/21","0:18:00","Night",48.972416,-14.708406,48.91968,-14.79558,333,500,300,200,NA,NA,NA,NA,10378,NA,"Myctophidae",0.0318425895291603,0.0318425895291603
"Sarmiento","6",2,"Myctophidae","MOC6-Net2-Myc-2","SG2105_MOC6_Net2_ImageJ","4",13.482,NA,"6 _ 2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5/14/21","0:18:00","Night",48.972416,-14.708406,48.91968,-14.79558,333,500,300,200,NA,NA,NA,NA,10378,NA,"Myctophidae",0.0260276249575961,0.0260276249575961
"Sarmiento","6",2,"Myctophidae","MOC6-Net2-Myc-3","SG2105_MOC6_Net2_ImageJ","5",11.7075,NA,"6 _ 2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5/14/21","0:18:00","Night",48.972416,-14.708406,48.91968,-14.79558,333,500,300,200,NA,NA,NA,NA,10378,NA,"Myctophidae",0.0167803174091632,0.0167803174091632
"Sarmiento","6",3,"Sternoptychidae","MOC6-Net3-Ste-1","SG2105_MOC6_Net3_ImageJ","1",13.9335,NA,"6 _ 3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5/14/21","0:18:00","Night",48.972416,-14.708406,48.91968,-14.79558,333,300,100,200,NA,NA,NA,NA,10612,NA,"Sternoptychidae",0.0387144983938863,0.0387144983938863
"Sarmiento","6",4,"Myctophidae","MOC6-Net4-Myc-1","SG2105_MOC6_Net4_ImageJ","4",14.028,NA,"6 _ 4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5/14/21","0:18:00","Night",48.972416,-14.708406,48.91968,-14.79558,333,100,0,100,NA,NA,NA,NA,8374,NA,"Myctophidae",0.0294483919648167,0.0294483919648167
"Sarmiento","6",4,"Myctophidae","MOC6-Net4-Myc-2","SG2105_MOC6_Net4_ImageJ","5",14.8365,NA,"6 _ 4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5/14/21","0:18:00","Night",48.972416,-14.708406,48.91968,-14.79558,333,100,0,100,NA,NA,NA,NA,8374,NA,"Myctophidae",0.0350553535761214,0.0350553535761214
"Sarmiento","6",4,"Myctophidae","MOC6-Net4-Myc-3","SG2105_MOC6_Net4_ImageJ","6",10.647,NA,"6 _ 4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5/14/21","0:18:00","Night",48.972416,-14.708406,48.91968,-14.79558,333,100,0,100,NA,NA,NA,NA,8374,NA,"Myctophidae",0.0124893139800584,0.0124893139800584
"Sarmiento","6",4,"Myctophidae","MOC6-Net4-Myc-4","SG2105_MOC6_Net4_ImageJ","7",29.2005,NA,"6 _ 4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5/14/21","0:18:00","Night",48.972416,-14.708406,48.91968,-14.79558,333,100,0,100,NA,NA,NA,NA,8374,NA,"Myctophidae",0.287993556843642,0.287993556843642
"Sarmiento","6",4,"Myctophidae","MOC6-Net4-Myc-5","SG2105_MOC6_Net4_ImageJ","8",27.699,NA,"6 _ 4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5/14/21","0:18:00","Night",48.972416,-14.708406,48.91968,-14.79558,333,100,0,100,NA,NA,NA,NA,8374,NA,"Myctophidae",0.244384734458756,0.244384734458756
"Sarmiento","6",4,"Myctophidae","MOC6-Net4-Myc-6","SG2105_MOC6_Net4_ImageJ","9",21.3255,NA,"6 _ 4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5/14/21","0:18:00","Night",48.972416,-14.708406,48.91968,-14.79558,333,100,0,100,NA,NA,NA,NA,8374,NA,"Myctophidae",0.10835441303247,0.10835441303247
"Sarmiento","6",4,"Myctophidae","MOC6-Net4-Myc-7","SG2105_MOC6_Net4_ImageJ","10",24.8325,NA,"6 _ 4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5/14/21","0:18:00","Night",48.972416,-14.708406,48.91968,-14.79558,333,100,0,100,NA,NA,NA,NA,8374,NA,"Myctophidae",0.17398320161654,0.17398320161654
"Sarmiento","6",4,"Myctophidae","MOC6-Net4-Myc-10","SG2105_MOC6_Net4_ImageJ","13",25.473,NA,"6 _ 4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5/14/21","0:18:00","Night",48.972416,-14.708406,48.91968,-14.79558,333,100,0,100,NA,NA,NA,NA,8374,NA,"Myctophidae",0.188324490486406,0.188324490486406
"Sarmiento","6",4,"Myctophidae","MOC6-Net4-Myc-12","SG2105_MOC6_Net4_ImageJ","15",12.747,NA,"6 _ 4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5/14/21","0:18:00","Night",48.972416,-14.708406,48.91968,-14.79558,333,100,0,100,NA,NA,NA,NA,8374,NA,"Myctophidae",0.0218629469025034,0.0218629469025034
"Sarmiento","6",4,"Myctophidae","MOC6-Net4-Myc-13","SG2105_MOC6_Net4_ImageJ","16",25.032,NA,"6 _ 4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5/14/21","0:18:00","Night",48.972416,-14.708406,48.91968,-14.79558,333,100,0,100,NA,NA,NA,NA,8374,NA,"Myctophidae",0.178367672151331,0.178367672151331
"Sarmiento","6",4,"Myctophidae","MOC6-Net4-Myc-14","SG2105_MOC6_Net4_ImageJ","17",26.1345,NA,"6 _ 4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5/14/21","0:18:00","Night",48.972416,-14.708406,48.91968,-14.79558,333,100,0,100,NA,NA,NA,NA,8374,NA,"Myctophidae",0.203956638586873,0.203956638586873
"Sarmiento","6",4,"Myctophidae","MOC6-Net4-Myc-16","SG2105_MOC6_Net4_ImageJ","19",17.101875,"body only","6 _ 4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5/14/21","0:18:00","Night",48.972416,-14.708406,48.91968,-14.79558,333,100,0,100,NA,NA,NA,NA,8374,NA,"Myctophidae",0.0545383049156573,0.0545383049156573
"Sarmiento","6",4,"Myctophidae","MOC6-Net4-Myc-18","SG2105_MOC6_Net4_ImageJ","21",18.19125,"body only","6 _ 4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5/14/21","0:18:00","Night",48.972416,-14.708406,48.91968,-14.79558,333,100,0,100,NA,NA,NA,NA,8374,NA,"Myctophidae",0.0660872632875259,0.0660872632875259
"Sarmiento","6",4,"Myctophidae","MOC6-Net4-Myc-20","SG2105_MOC6_Net4_ImageJ","23",21.105,"body only","6 _ 4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5/14/21","0:18:00","Night",48.972416,-14.708406,48.91968,-14.79558,333,100,0,100,NA,NA,NA,NA,8374,NA,"Myctophidae",0.104907578265961,0.104907578265961
"Sarmiento","6",4,"Myctophidae","MOC6-Net4-Myc-22","SG2105_MOC6_Net4_ImageJ","25",26.964,NA,"6 _ 4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5/14/21","0:18:00","Night",48.972416,-14.708406,48.91968,-14.79558,333,100,0,100,NA,NA,NA,NA,8374,NA,"Myctophidae",0.224773855338317,0.224773855338317
"Sarmiento","7",1,"Gonostomatidae","MOC7-Net1-Gon-1","SG2105_MOC7_Net1_ImageJ","1",33.2325,NA,"7 _ 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5/17/21","11:17:00","Day",48.919083,-14.818491,48.942654,-14.950189,333,1000,500,500,NA,NA,NA,NA,17737,NA,"Gonostomatidae",0.322624169059488,0.322624169059488
"Sarmiento","7",1,"Gonostomatidae","MOC7-Net1-Gon-2","SG2105_MOC7_Net1_ImageJ","2",32.3925,NA,"7 _ 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5/17/21","11:17:00","Day",48.919083,-14.818491,48.942654,-14.950189,333,1000,500,500,NA,NA,NA,NA,17737,NA,"Gonostomatidae",0.298821684892788,0.298821684892788
"Sarmiento","7",1,"Gonostomatidae","MOC7-Net1-Gon-3","SG2105_MOC7_Net1_ImageJ","3",29.799,NA,"7 _ 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5/17/21","11:17:00","Day",48.919083,-14.818491,48.942654,-14.950189,333,1000,500,500,NA,NA,NA,NA,17737,NA,"Gonostomatidae",0.232763416480913,0.232763416480913
"Sarmiento","7",1,"Gonostomatidae","MOC7-Net1-Gon-4","SG2105_MOC7_Net1_ImageJ","4",24.22875,"body fragment","7 _ 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5/17/21","11:17:00","Day",48.919083,-14.818491,48.942654,-14.950189,333,1000,500,500,NA,NA,NA,NA,17737,NA,"Gonostomatidae",0.125278155042037,0.125278155042037
"Sarmiento","7",1,"Myctophidae","MOC7-Net1-Myc-1","SG2105_MOC7_Net1_ImageJ","5",28.749,NA,"7 _ 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5/17/21","11:17:00","Day",48.919083,-14.818491,48.942654,-14.950189,333,1000,500,500,NA,NA,NA,NA,17737,NA,"Myctophidae",0.274367887340684,0.274367887340684
"Sarmiento","7",2,"Sternoptychidae","MOC7-Net2-Ste-1","SG2105_MOC7_Net2_ImageJ","2",22.1445,NA,"7 _ 2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5/17/21","11:17:00","Day",48.919083,-14.818491,48.942654,-14.950189,333,500,300,200,NA,NA,NA,NA,14082,NA,"Sternoptychidae",0.152825915098866,0.152825915098866
"Sarmiento","7",2,"Sternoptychidae","MOC7-Net2-Ste-2","SG2105_MOC7_Net2_ImageJ","3",11.634,NA,"7 _ 2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5/17/21","11:17:00","Day",48.919083,-14.818491,48.942654,-14.950189,333,500,300,200,NA,NA,NA,NA,14082,NA,"Sternoptychidae",0.0226839987099447,0.0226839987099447
"Sarmiento","7",4,"Myctophidae","MOC7-Net4-Myc-1","SG2105_MOC7_Net4_ImageJ","1",24.969,NA,"7 _ 4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5/17/21","11:17:00","Day",48.919083,-14.818491,48.942654,-14.950189,333,100,0,100,NA,NA,NA,NA,25381.4,NA,"Myctophidae",0.176975099625327,0.176975099625327
"Sarmiento","8",1,"Gonostomatidae","MOC8-Net1-Gon-1","SG2105_MOC8_Net1_ImageJ","1",13.104,NA,"8 _ 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5/17/21","23:45:00","Night",49.060371,-15.063954,49.056541,-15.188733,333,1000,500,500,NA,NA,NA,NA,27819,NA,"Gonostomatidae",0.0198973334216704,0.0198973334216704
"Sarmiento","8",1,"Gonostomatidae","MOC8-Net1-Gon-2","SG2105_MOC8_Net1_ImageJ","2",10.563,"broken body and mangled head","8 _ 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5/17/21","23:45:00","Night",49.060371,-15.063954,49.056541,-15.188733,333,1000,500,500,NA,NA,NA,NA,27819,NA,"Gonostomatidae",0.0104361810165855,0.0104361810165855
"Sarmiento","8",1,"Gonostomatidae","MOC8-Net1-Gon-3","SG2105_MOC8_Net1_ImageJ","3",17.913,NA,"8 _ 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5/17/21","23:45:00","Night",49.060371,-15.063954,49.056541,-15.188733,333,1000,500,500,NA,NA,NA,NA,27819,NA,"Gonostomatidae",0.0507251207577066,0.0507251207577066
"Sarmiento","8",1,"Gonostomatidae","MOC8-Net1-Gon-4","SG2105_MOC8_Net1_ImageJ","4",17.115,NA,"8 _ 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5/17/21","23:45:00","Night",49.060371,-15.063954,49.056541,-15.188733,333,1000,500,500,NA,NA,NA,NA,27819,NA,"Gonostomatidae",0.0442562830824938,0.0442562830824938
