cruise_no,Ship,Tow_number,Net_number,fish_no,packet_no,lowest_taxa_final,taxa_code_final,taxa_code_final_method,taxa_code_original,taxa_updated_date,visual_ID_confidence,photo_ID,total_length,fork_length,Std_length_mm,total_weight,gut_weight_full,gut_weight_empty,gut_dispensation,sex,sex_confidence,gonad_weight,head_collected,body_location,fish_comments,processed_date,processed_initials
SG2105,Sarmiento,2,1,202,20,Cyclothone sp.,CYSP,visual,CYSP,,H,SG2105_ORG200-203_MOC2_NET1,,,31.02,0.1832,,,,,,,,neg80,Body broken. ID Notes: translucent bodied Cyclothone (sp. B noted earlier?). Fish 200-203 refrozen in foil together,20210917,LSL
SG2105,Sarmiento,2,1,203,20,Cyclothone sp.,CYSP,visual,CYSP,,H,SG2105_ORG200-203_MOC2_NET1,,,32.29,0.2059,,,,,,,,neg80,Body broken. ID Notes: translucent bodied Cyclothone (sp. B noted earlier?). Fish 200-203 refrozen in foil together,20210917,LSL
SG2105,Sarmiento,2,1,204,20,Cyclothone sp.,CYSP,visual,CYSP,,H,SG2105_ORG204-207_MOC2_NET1,,,35.41,0.1925,,,,,,,,neg80,"204-211 potentially same sp. ID Notes: darker bodied Cyclothone, though maybe not as dark as microdon. 204-207 refrozen in foil together",20210917,LSL
SG2105,Sarmiento,2,1,205,20,Cyclothone sp.,CYSP,visual,CYSP,,H,SG2105_ORG204-207_MOC2_NET1,,,37.71,0.2403,,,,,,,,neg80,"204-211 potentially same sp. ID Notes: darker bodied Cyclothone, though maybe not as dark as microdon. 204-207 refrozen in foil together",20210917,LSL
SG2105,Sarmiento,2,1,206,20,Cyclothone sp.,CYSP,visual,CYSP,,H,SG2105_ORG204-207_MOC2_NET1,46.75,,40.09,0.3098,,,,,,,,neg80,"204-211 potentially same sp. ID Notes: darker bodied Cyclothone, though maybe not as dark as microdon. 204-207 refrozen in foil together",20210917,LSL
SG2105,Sarmiento,2,1,207,20,Cyclothone sp.,CYSP,visual,CYSP,,H,SG2105_ORG204-207_MOC2_NET1,,,29.67,0.1224,,,,,,,,neg80,"204-211 potentially same sp. ID Notes: darker bodied Cyclothone, though maybe not as dark as microdon. 204-207 refrozen in foil together",20210917,LSL
SG2105,Sarmiento,2,1,208,20,Cyclothone sp.,CYSP,visual,CYSP,,H,SG2105_ORG208-211_MOC2_NET1,,,35.87,0.2165,,,,,,,,neg80,"Body broken. 204-211 potentially same sp. ID Notes: darker bodied Cyclothone, though maybe not as dark as microdon. 208-211 refrozen in foil together",20210917,LSL
SG2105,Sarmiento,2,1,209,20,Cyclothone sp.,CYSP,visual,CYSP,,H,SG2105_ORG208-211_MOC2_NET1,,,33.75,0.1689,,,,,,,,neg80,"204-211 potentially same sp. ID Notes: darker bodied Cyclothone, though maybe not as dark as microdon. 208-211 refrozen in foil together",20210917,LSL
SG2105,Sarmiento,2,1,210,20,Cyclothone sp.,CYSP,visual,CYSP,,H,SG2105_ORG208-211_MOC2_NET1,42.8,,36.47,0.2249,,,,,,,,neg80,"204-211 potentially same sp. ID Notes: darker bodied Cyclothone, though maybe not as dark as microdon. 208-211 refrozen in foil together",20210917,LSL
SG2105,Sarmiento,2,1,211,20,Cyclothone sp.,CYSP,visual,CYSP,,H,SG2105_ORG208-211_MOC2_NET1,,,47.26,0.4994,,,,,,,,neg80,"Body broken. 204-211 potentially same sp. ID Notes: darker bodied Cyclothone, though maybe not as dark as microdon. 208-211 refrozen in foil together",20210917,LSL
SG2105,Sarmiento,2,4,212,27,Benthosema glaciale,BEGL,visual,BEGL,,M,SG2105_ORG212_MOC2_NET4,45.29,40.83,37.71,0.6804,,,,,,,,neg80,,20210917,LSL
SG2105,Sarmiento,2,4,213,27,Benthosema glaciale,BEGL,visual,BEGL,,H,SG2105_ORG213_MOC2_NET4,,,43.34,0.89,,,,,,,,neg80,,20210917,LSL
SG2105,Sarmiento,2,4,214,27,Benthosema glaciale,BEGL,visual,BEGL,,H,SG2105_ORG214_MOC2_NET4,,,37.9,0.5735,,,,,,,,neg80,,20210917,LSL
SG2105,Sarmiento,2,4,215,27,Benthosema glaciale,BEGL,visual,BEGL,,H,SG2105_ORG215_MOC2_NET4,,,36.61,0.5585,,,,,,,,neg80,,20210917,LSL
SG2105,Sarmiento,2,4,216,27,Benthosema glaciale,BEGL,visual,BEGL,,H,SG2105_ORG216-217_MOC2_NET4,,,34.48,0.4988,,,,,,,,neg80,216-217 refrozen in foil together,20210917,LSL
SG2105,Sarmiento,2,4,217,27,Benthosema glaciale,BEGL,visual,BEGL,,H,SG2105_ORG216-217_MOC2_NET4,,34.58,31.94,0.4995,,,,,,,,neg80,216-217 refrozen in foil together. Head squished,20210917,LSL
SG2105,Sarmiento,2,4,218,27,Benthosema glaciale,BEGL,visual,BEGL,,H,SG2105_ORG218-220_MOC2_NET4,,,23.23,0.1628,,,,,,,,neg80,218-220 refrozen in foil together,20210917,LSL
SG2105,Sarmiento,2,4,219,27,Benthosema glaciale,BEGL,visual,BEGL,,H,SG2105_ORG218-220_MOC2_NET4,,,30.37,0.3508,,,,,,,,neg80,218-220 refrozen in foil together,20210917,LSL
SG2105,Sarmiento,2,4,220,27,Benthosema glaciale,BEGL,visual,BEGL,,H,SG2105_ORG218-220_MOC2_NET4,,,24.66,0.2021,,,,,,,,neg80,218-220 refrozen in foil together,20210917,LSL
SG2105,Sarmiento,2,4,221,27,Benthosema glaciale,BEGL,visual,BEGL,,H,SG2105_ORG221-224_MOC2_NET4,,,24.99,0.2045,,,,,,,,neg80,221-224 refrozen in foil together,20210917,LSL
SG2105,Sarmiento,2,4,222,27,Benthosema glaciale,BEGL,visual,BEGL,,H,SG2105_ORG221-224_MOC2_NET4,,,26.66,0.2052,,,,,,,,neg80,221-224 refrozen in foil together,20210917,LSL
SG2105,Sarmiento,2,4,223,27,Benthosema glaciale,BEGL,visual,BEGL,,H,SG2105_ORG221-224_MOC2_NET4,,,33.33,0.4407,,,,,,,,neg80,221-224 refrozen in foil together,20210917,LSL
SG2105,Sarmiento,2,4,224,27,Benthosema glaciale,BEGL,visual,BEGL,,H,SG2105_ORG221-224_MOC2_NET4,,,24.52,0.1755,,,,,,,,neg80,221-224 refrozen in foil together,20210917,LSL
SG2105,Sarmiento,2,4,225,27,Benthosema glaciale,BEGL,visual,BEGL,,H,SG2105_ORG225-227_MOC2_NET4,,24.19,22.82,0.1545,,,,,,,,neg80,225-227 refrozen in foil together,20210917,LSL
SG2105,Sarmiento,2,4,226,27,Benthosema glaciale,BEGL,visual,BEGL,,H,SG2105_ORG225-227_MOC2_NET4,,,24.48,0.1748,,,,,,,,neg80,225-227 refrozen in foil together,20210917,LSL
SG2105,Sarmiento,2,4,227,27,Benthosema glaciale,BEGL,visual,BEGL,,H,SG2105_ORG225-227_MOC2_NET4,,,23.82,0.1755,,,,,,,,neg80,225-227 refrozen in foil together. Head squished,20210917,LSL
SG2105,Sarmiento,2,4,228,27,Benthosema glaciale,BEGL,visual,BEGL,,H,SG2105_ORG228-230_MOC2_NET4,,,30.99,0.4062,,,,,,,,neg80,228-230 refrozen in foil together,20210917,LSL
SG2105,Sarmiento,2,4,229,27,Benthosema glaciale,BEGL,visual,BEGL,,H,SG2105_ORG228-230_MOC2_NET4,,,21.07,0.1295,,,,,,,,neg80,228-230 refrozen in foil together,20210917,LSL
SG2105,Sarmiento,2,4,230,27,Benthosema glaciale,BEGL,visual,BEGL,,H,SG2105_ORG228-230_MOC2_NET4,,,25.84,0.1913,,,,,,,,neg80,228-230 refrozen in foil together. Gut squished,20210917,LSL
SG2105,Sarmiento,2,4,231,27,Benthosema glaciale,BEGL,visual,BEGL,,H,SG2105_ORG231-233_MOC2_NET4,,,30.96,0.3717,,,,,,,,neg80,231-233 refrozen in foil together,20210917,LSL
SG2105,Sarmiento,2,4,232,27,Benthosema glaciale,BEGL,visual,BEGL,,H,SG2105_ORG231-233_MOC2_NET4,,,24.6,0.1899,,,,,,,,neg80,231-233 refrozen in foil together. Body broken; in poor condition,20210917,LSL
SG2105,Sarmiento,2,4,233,27,Benthosema glaciale,BEGL,visual,BEGL,,H,SG2105_ORG231-233_MOC2_NET4,,,22.9,0.1452,,,,,,,,neg80,231-233 refrozen in foil together. Gut squished; tail broken,20210917,LSL
SG2105,Sarmiento,2,4,234,27,Benthosema glaciale,BEGL,visual,BEGL,,H,SG2105_ORG234-237_MOC2_NET4,,26.66,24.04,0.1728,,,,,,,,neg80,234-237 refrozen in foil together,20210917,LSL
SG2105,Sarmiento,2,4,235,27,Benthosema glaciale,BEGL,visual,BEGL,,H,SG2105_ORG234-237_MOC2_NET4,,,24.11,0.1711,,,,,,,,neg80,234-237 refrozen in foil together. Head squished,20210917,LSL
SG2105,Sarmiento,2,4,236,27,Benthosema glaciale,BEGL,visual,BEGL,,H,SG2105_ORG234-237_MOC2_NET4,,,24.7,0.1948,,,,,,,,neg80,234-237 refrozen in foil together,20210917,LSL
SG2105,Sarmiento,2,4,237,27,Benthosema glaciale,BEGL,visual,BEGL,,H,SG2105_ORG234-237_MOC2_NET4,,,25.77,0.204,,,,,,,,neg80,234-237 refrozen in foil together. Gut damaged,20210917,LSL
SG2105,Sarmiento,2,4,238,27,Benthosema glaciale,BEGL,visual,BEGL,,H,SG2105_ORG238-240_MOC2_NET4,,,23.78,0.1678,,,,,,,,neg80,238-240 refrozen in foil together,20210917,LSL
SG2105,Sarmiento,2,4,239,27,Benthosema glaciale,BEGL,visual,BEGL,,H,SG2105_ORG238-240_MOC2_NET4,,,24.03,0.1724,,,,,,,,neg80,238-240 refrozen in foil together,20210917,LSL
SG2105,Sarmiento,2,4,240,27,Benthosema glaciale,BEGL,visual,BEGL,,H,SG2105_ORG238-240_MOC2_NET4,,,23.95,0.1798,,,,,,,,neg80,238-240 refrozen in foil together. Tail broken,20210917,LSL
SG2105,Sarmiento,2,4,241,27,Benthosema glaciale,BEGL,visual,BEGL,,H,SG2105_ORG241-243_MOC2_NET4,,,25.27,0.2135,,,,,,,,neg80,241-243 refrozen in foil together.,20210917,LSL
SG2105,Sarmiento,2,4,242,27,Benthosema glaciale,BEGL,visual,BEGL,,H,SG2105_ORG241-243_MOC2_NET4,,,22.4,0.1614,,,,,,,,neg80,241-243 refrozen in foil together. Body in poor condition,20210917,LSL
SG2105,Sarmiento,2,4,243,27,Benthosema glaciale,BEGL,visual,BEGL,,H,SG2105_ORG241-243_MOC2_NET4,,,24.69,0.1805,,,,,,,,neg80,241-243 refrozen in foil together. Body in poor condition; body in pieces,20210917,LSL
SG2105,Sarmiento,2,1,244,22,Xenodermichthys copei,XECO,visual,XECO,,H,SG2105_ORG244_MOC2_NET1,46.43,43.47,41.94,0.5291,,,,,,,,neg80,ID Notes: like fish 131-132. Thawed to ID,20210930,LSL
SG2105,Sarmiento,2,1,245,22,Xenodermichthys copei,XECO,visual,XECO,,H,SG2105_ORG245-247_MOC2_NET1,63.18,60.3,58.15,1.4328,,,,,,,,neg80,245-247 refrozen in foil together; partially thawed,20210930,LSL
SG2105,Sarmiento,2,1,246,22,Xenodermichthys copei,XECO,visual,XECO,,H,SG2105_ORG245-247_MOC2_NET1,,48.34,46.43,0.8161,,,,,,,,neg80,245-247 refrozen in foil together; partially thawed,20210930,LSL
SG2105,Sarmiento,2,1,247,22,Xenodermichthys copei,XECO,visual,XECO,,H,SG2105_ORG245-247_MOC2_NET1,50.15,45.73,44.41,0.677,,,,,,,,neg80,245-247 refrozen in foil together; partially thawed,20210930,LSL
SG2105,Sarmiento,4,1,248,46,Xenodermichthys copei,XECO,visual,XECO,,H,SG2105_ORG248-249_MOC4_NET1,,,61.33,1.932,,,,,,,,neg80,Weight may be over estamte due to zooplankton frozen on body. Not thawed,20210930,LSL
SG2105,Sarmiento,4,1,249,46,Xenodermichthys copei,XECO,visual,XECO,,H,SG2105_ORG248-249_MOC4_NET1,,,52.84,1.212,,,,,,,,neg80,Not thawed,20210930,LSL
SG2105,Sarmiento,4,2,250,48,Platytroctidae,PLAT,visual,PLAT,,H,SG2105_ORG250_MOC4_NET2,,,38.08,0.4105,,,,,,,,neg80,"Thawed trying to ID. ID Notes: Tubeshoulder, but was not able to find a good key to get to species; Body light colored with black mysentery; no obvious tusks; maxillary ends jjust anterior to posterior margin of eye; body shape like Sagamichthys",20210930,LSL
SG2105,Sarmiento,4,4,251,51,Argyropelecus hemigymnus,ARHE,visual,ARHE,,H,SG2105_ORG251-252_MOC4_NET4,,,27.09,0.4404,,,,,,,,neg80,Minimal thaw,20210930,LSL
SG2105,Sarmiento,4,4,252,51,Argyropelecus hemigymnus,ARHE,visual,ARHE,,H,SG2105_ORG251-252_MOC4_NET4,31.55,,25.46,0.3666,,,,,,,,neg80,Minimal thaw,20210930,LSL
SG2105,Sarmiento,4,0,253,54,Merluccius merluccius,MEME,visual,MEME,,H,SG2105_ORG253-254_MOC4_NET0,69.52,65.91,62.25,1.8234,,,,,,,,neg80,253-256 refrozen in foil together,20210930,LSL
SG2105,Sarmiento,4,0,254,54,Merluccius merluccius,MEME,visual,MEME,,H,SG2105_ORG253-254_MOC4_NET0,,,58.4,1.752,,,,,,,,neg80,253-256 refrozen in foil together,20210930,LSL
SG2105,Sarmiento,4,0,255,54,Merluccius merluccius,MEME,visual,MEME,,H,SG2105_ORG255-256_MOC4_NET0,,61.88,54.43,1.9065,,,,,,,,neg80,253-256 refrozen in foil together,20210930,LSL
SG2105,Sarmiento,4,0,256,54,Merluccius merluccius,MEME,visual,MEME,,H,SG2105_ORG255-256_MOC4_NET0,,67.75,64.19,1.9683,,,,,,,,neg80,253-256 refrozen in foil together,20210930,LSL
SG2105,Sarmiento,2,0,257,32,Cyclothone sp.,CYSP,visual,CYSP,,H,SG2105_ORG257-261_MOC2_NET0,,,37.58,0.2048,,,,,,,,neg80,Fish 257-261 refrozen together. ID Notes: Transluscent sp (maybe 2 species). Thawed to separate. Body broken,20210930,LSL
SG2105,Sarmiento,2,0,258,32,Cyclothone sp.,CYSP,visual,CYSP,,H,SG2105_ORG257-261_MOC2_NET0,,,32.19,0.1882,,,,,,,,neg80,Fish 257-261 refrozen together. ID Notes: Transluscent sp (maybe 2 species). Thawed to separate. ,20210930,LSL
SG2105,Sarmiento,2,0,259,32,Cyclothone sp.,CYSP,visual,CYSP,,H,SG2105_ORG257-261_MOC2_NET0,,,33.36,0.2536,,,,,,,,neg80,Fish 257-261 refrozen together. ID Notes: Transluscent sp (maybe 2 species). Thawed to separate. Body broken,20210930,LSL
SG2105,Sarmiento,2,0,260,32,Cyclothone sp.,CYSP,visual,CYSP,,H,SG2105_ORG257-261_MOC2_NET0,,,38.03,0.21,,,,,,,,neg80,Fish 257-261 refrozen together. ID Notes: Transluscent sp (maybe 2 species). Thawed to separate. ,20210930,LSL
SG2105,Sarmiento,2,0,261,32,Cyclothone sp.,CYSP,visual,CYSP,,H,SG2105_ORG257-261_MOC2_NET0,,,31.82,0.1901,,,,,,,,neg80,Fish 257-261 refrozen together. ID Notes: Transluscent sp (maybe 2 species). Thawed to separate. ,20210930,LSL
SG2105,Sarmiento,2,0,262,32,Cyclothone sp.,CYSP,visual,CYSP,,H,SG2105_ORG262-263_MOC2_NET0,41.44,,35.56,0.2123,,,,,,,,neg80,ID Notes: darker species (maybe not microdon),20210930,LSL
SG2105,Sarmiento,2,0,263,32,Cyclothone sp.,CYSP,visual,CYSP,,H,SG2105_ORG262-263_MOC2_NET0,,,33.49,0.1871,,,,,,,,neg80,ID Notes: darker species (maybe not microdon),20210930,LSL
SG2105,Sarmiento,2,0,264,29,Scopelogadus sp.,SCSP,visual,SCSP,,H,SG2105_ORG264_MOC2_NET0,,,55.45,3.6651,,,,,,,,neg80,Did not thaw to try to get to species,20210930,LSL
SG2105,Sarmiento,4,0,265,56,Cyclothone sp.,CYSP,visual,CYSP,,H,SG2105_ORG265_MOC4_NET0,,,42.14,0.4626,,,,,,,,neg80,Weight high; maybe overestimate due to frozen material on fish,20211001,LSL
SG2105,Sarmiento,6,4,266,79,Merluccius merluccius,MEME,visual,MEME,,H,SG2105_ORG266_MOC6_NET4,,,77.87,3.6088,,,,,,,,neg80,Did not thaw to straighten,20211001,LSL
SG2105,Sarmiento,6,3,267,78,Argyropelecus hemigymnus,ARHE,visual,ARHE,,H,SG2105_ORG267_MOC6_NET3,29.13,,24.13,0.3457,,,,,,,,neg80,,20211001,LSL
SG2105,Sarmiento,6,3,268,78,Nansenia sp.,NNSP,visual,NNSP,,L,SG2105_ORG268_MOC6_NET3,,,40.53,0.3428,,,,,,,,neg80,Mostly thawed to ID. ID Notes long thin adipose; DF inserted at mid-body; AF below adipose; Pelvic fin below DF base; pectoral fin base on side (not low or near ventral surface); body silvery,20211001,LSL
SG2105,Sarmiento,6,1,269,76,Xenodermichthys copei,XECO,visual,XECO,,H,SG2105_ORG269_MOC6_NET1,,,51,1.0914,,,,,,,,neg80,Not thawed,20211001,LSL
SG2105,Sarmiento,6,1,270,76,Bathylagus euryops,BAEU,visual,BAEU,,M,SG2105_ORG270_MOC6_NET1,,,29.37,0.176,,,,,,,,neg80,ID Notes: Anal fin=210; less confident to species,20211001,LSL
SG2105,Sarmiento,6,1,271,76,Gonostoma sp.,GOSP,visual,GOSP,,L,SG2105_ORG271_MOC6_NET1,,,27.52,0.0989,,,,,,,,neg80,"Thawed. ID Notes: based on caudal peduncle, photophore pattern and maxillary, don't believe myctophid; Gonostomatid but not cyclothone; anal fin damged but ≥14 rays; dorsal fin inserts anterior to analfin; some photophores, but fish in bad shape; moderate sized eye; maybe Gonostoma",20211001,LSL
SG2105,Sarmiento,6,1,272,76,Gonostoma sp.,GOSP,visual,GOSP,,L,SG2105_ORG272_MOC6_NET1,,,33.63,0.2079,,,,,,,,neg80,"Body broken.  ID Notes: based on caudal peduncle, photophore pattern and maxillary, don't believe myctophid; appears to be different species than 271 but not myct.",20211001,LSL
SG2105,Sarmiento,6,1,273,76,Cyclothone sp.,CYSP,visual,CYSP,,H,SG2105_ORG273_MOC6_NET1,48.03,44.05,40.86,0.3635,,,,,,,,neg80,ID Notes: not microdon (based on 1 gill raker at corner of 1st arch),20211001,LSL
SG2105,Sarmiento,6,1,274,74,Scopelogadus beanii,SCBE,visual,SCBE,,H,SG2105_ORG274_MOC6_NET1,,,114.06,37.8125,,,,,,,,neg80,"Not thawed. ID Notes: DF II,10",20211001,LSL
SG2105,Sarmiento,3,0,275,42,Argyropelecus hemigymnus,ARHE,visual,ARHE,,H,SG2105_ORG275-278_MOC3_NET0,26.53,,22.27,0.1956,,,,,,,,neg80,"ID Notes: 1 serrated post-abdominal spine. Fish 275-278, thawed to separate.",20211104,LSL
SG2105,Sarmiento,3,0,276,42,Argyropelecus sp.,ARSP,visual,ARSP,,H,SG2105_ORG275-278_MOC3_NET0,21.82,,17.07,0.1763,,,,,,,,neg80,"ID Notes: 2 small post-abdominal spines. Fish 275-278, thawed to separate. Tried taking tissue for C. Tepolt but mangling fish",20211104,LSL
SG2105,Sarmiento,3,0,277,42,Argyropelecus sp.,ARSP,visual,ARSP,,H,SG2105_ORG275-278_MOC3_NET0,22.47,,17.43,0.1895,,,,,,,,neg80,"ID Notes: 2 small post-abdominal spines. Fish 275-278, thawed to separate",20211104,LSL
SG2105,Sarmiento,3,0,278,42,Argyropelecus sp.,ARSP,visual,ARSP,,H,SG2105_ORG275-278_MOC3_NET0,14.23,,11.14,0.0326,,,,,,,,neg80,"ID Notes: 2 small post-abdominal spines. Fish 275-278, thawed to separate",20211104,LSL
SG2105,Sarmiento,3,2,279,41,Argyropelecus hemigymnus,ARHE,visual,ARHE,,H,SG2105_ORG279_MOC3_NET2,,,18.75,0.1532,,,,,,,,neg80,,20211104,LSL
SG2105,Sarmiento,3,1,280,40,Argyropelecus sp.,ARSP,visual,ARSP,,H,SG2105_ORG280_MOC3_NET1,35.99,32.99,28.99,0.8252,,,,,,,,neg80,"ID Notes: 6 IP, 6 BR and 12 PV photophores; DF VI,9; pelvic fin 4; anal fin 7",20211104,LSL
SG2105,Sarmiento,3,1,281,40,Argyropelecus sp.,ARSP,visual,ARSP,,H,SG2105_ORG281_MOC3_NET1,,,17.01,0.138,,,,,,,,neg80,,20211104,LSL
SG2105,Sarmiento,3,1,282,40,Argyropelecus hemigymnus,ARHE,visual,ARHE,,H,SG2105_ORG282-285_MOC3_NET1,24.68,,19.95,0.2086,,,,,,,,neg80,,20211104,LSL
SG2105,Sarmiento,3,1,283,40,Argyropelecus hemigymnus,ARHE,visual,ARHE,,H,SG2105_ORG282-285_MOC3_NET1,18.77,,14.77,0.0808,,,,,,,,neg80,,20211104,LSL
SG2105,Sarmiento,3,1,284,40,Argyropelecus hemigymnus,ARHE,visual,ARHE,,H,SG2105_ORG282-285_MOC3_NET1,26.27,,22.17,0.2792,,,,,,,,neg80,PopGen: small,20211104,LSL
SG2105,Sarmiento,3,1,285,40,Argyropelecus hemigymnus,ARHE,visual,ARHE,,H,SG2105_ORG282-285_MOC3_NET1,,,21.83,0.2251,,,,,,,,neg80,,20211104,LSL
SG2105,Sarmiento,3,1,286,38,Cyclothone sp.,CYSP,visual,CYSP,,H,SG2105_ORG286-288_MOC3_NET1,,,31.66,0.1406,,,,,,,,neg80,PopGen: okay sample,20211104,LSL
SG2105,Sarmiento,3,1,287,38,Cyclothone sp.,CYSP,visual,CYSP,,H,SG2105_ORG286-288_MOC3_NET1,,,41.57,0.2352,,,,,,,,neg80,PopGen: small bits of tissue,20211104,LSL
SG2105,Sarmiento,3,1,288,38,Cyclothone sp.,CYSP,visual,CYSP,,H,SG2105_ORG286-288_MOC3_NET1,,,35.57,0.2313,,,,,,,,neg80,PopGen: caudal region broken and but that in vial,20211104,LSL
SG2105,Sarmiento,3,1,289,39,Benthosema glaciale,BEGL,visual,BEGL,,H,SG2105_ORG289-290_MOC3_NET1,,,22.17,0.1405,,,,,,,,neg80,PopGen: small,20211104,LSL
SG2105,Sarmiento,3,1,290,39,Benthosema glaciale,BEGL,visual,BEGL,,H,SG2105_ORG289-290_MOC3_NET1,,,24.04,0.1513,,,,,,,,neg80,PopGen: small,20211104,LSL
SG2105,Sarmiento,4,0,291,53,Argyropelecus sp.,ARSP,visual,ARSP,,H,SG2105_ORG291_MOC4_NET0,,,83,15.3868,,,,,,,,neg80,"ID Notes: dorsal fin damaged but estimate of 9 and at least 9 total dorsal elements; 2 small, smooth post abdominal spines; 12 PV and 6 IP photophores; ",20211104,LSL
SG2105,Sarmiento,4,0,292,53,Argyropelecus hemigymnus,ARHE,visual,ARHE,,H,SG2105_ORG292-294_MOC4_NET0,,,26,0.3466,,,,,,,,neg80,"Fish 292-297 refrozen in foil together. PopGen: small, messy",20211104,LSL
SG2105,Sarmiento,4,0,293,53,Argyropelecus hemigymnus,ARHE,visual,ARHE,,H,SG2105_ORG292-294_MOC4_NET0,,,19.23,0.1934,,,,,,,,neg80,Fish 292-297 refrozen in foil together.,20211104,LSL
SG2105,Sarmiento,4,0,294,53,Argyropelecus hemigymnus,ARHE,visual,ARHE,,H,SG2105_ORG292-294_MOC4_NET0,,,24.22,0.3083,,,,,,,,neg80,"Fish 292-297 refrozen in foil together. PopGen: small, messy",20211104,LSL
SG2105,Sarmiento,4,0,295,53,Argyropelecus hemigymnus,ARHE,visual,ARHE,,H,SG2105_ORG295-297_MOC4_NET0,23.19,,18.83,0.1558,,,,,,,,neg80,Fish 292-297 refrozen in foil together.,20211104,LSL
SG2105,Sarmiento,4,0,296,53,Argyropelecus hemigymnus,ARHE,visual,ARHE,,H,SG2105_ORG295-297_MOC4_NET0,,,21.9,0.2256,,,,,,,,neg80,Fish 292-297 refrozen in foil together. PopGen: pieces,20211104,LSL
SG2105,Sarmiento,4,0,297,53,Argyropelecus hemigymnus,ARHE,visual,ARHE,,H,SG2105_ORG295-297_MOC4_NET0,,,19.47,0.175,,,,,,,,neg80,Fish 292-297 refrozen in foil together.,20211104,LSL
SG2105,Sarmiento,4,2,298,49,Myctophidae,MYCT,visual,MYCT,,,SG2105_ORG298_MOC4_NET2,,,24.22,0.1913,,,,,,,,neg80,"ID Notes: body in bad shape; skin and photophores and missing head squished, can't get to genus",20211104,LSL
SG2105,Sarmiento,4,2,299,60,Cyclothone microdon,CYMI,visual,CYMI,,M,SG2105_ORG299-300_MOC4_NET2,,,45.12,0.4276,,,,,,,,neg80,ID Notes: maybe microdon,20211104,LSL
SG2105,Sarmiento,4,2,300,60,Cyclothone braueri,CYBR,visual,CYBR,,M,SG2105_ORG299-300_MOC4_NET2,,,53.3,0.8999,,,,,,,,neg80,ID Notes: guess on brauerei based on OA photophores,20211104,LSL
SG2105,Sarmiento,4,0,301,55,Benthosema glaciale,BEGL,visual,BEGL,,M,SG2105_ORG301-304_MOC4_NET0,,,26.56,0.2434,,,,,,,,neg80,"Fish 301-320, most mushy with skin missing but appear to be same species based on PV, OV, etc of decent individs.",20211105,LSL
SG2105,Sarmiento,4,0,302,55,Benthosema glaciale,BEGL,visual,BEGL,,M,SG2105_ORG301-304_MOC4_NET0,,,24.76,,,,,,,,,neg80,"Fish 301-320, most mushy with skin missing but appear to be same species based on PV, OV, etc of decent individs.",20211105,LSL
SG2105,Sarmiento,4,0,303,55,Benthosema glaciale,BEGL,visual,BEGL,,M,SG2105_ORG301-304_MOC4_NET0,,,24.98,0.1947,,,,,,,,neg80,"Fish 301-320, most mushy with skin missing but appear to be same species based on PV, OV, etc of decent individs.",20211105,LSL
SG2105,Sarmiento,4,0,304,55,Benthosema glaciale,BEGL,visual,BEGL,,M,SG2105_ORG301-304_MOC4_NET0,,,26.1,0.2395,,,,,,,,neg80,"Fish 301-320, most mushy with skin missing but appear to be same species based on PV, OV, etc of decent individs.",20211105,LSL
SG2105,Sarmiento,4,0,305,55,Benthosema glaciale,BEGL,visual,BEGL,,H,SG2105_ORG305-308_MOC4_NET0,,,24.41,0.2709,,,,,,,,neg80,"Fish 301-320, most mushy with skin missing but appear to be same species based on PV, OV, etc of decent individs.",20211105,LSL
SG2105,Sarmiento,4,0,306,55,Benthosema glaciale,BEGL,visual,BEGL,,H,SG2105_ORG305-308_MOC4_NET0,,,26.34,0.2596,,,,,,,,neg80,"Fish 301-320, most mushy with skin missing but appear to be same species based on PV, OV, etc of decent individs.",20211105,LSL
SG2105,Sarmiento,4,0,307,55,Benthosema glaciale,BEGL,visual,BEGL,,H,SG2105_ORG305-308_MOC4_NET0,,,23.65,0.2016,,,visual,,,,,neg80,"Fish 301-320, most mushy with skin missing but appear to be same species based on PV, OV, etc of decent individs.",20211105,LSL
SG2105,Sarmiento,4,0,308,55,Benthosema glaciale,BEGL,visual,BEGL,,H,SG2105_ORG305-308_MOC4_NET0,,,34.81,0.5607,,,visual,,,,,neg80,"Fish 301-320, most mushy with skin missing but appear to be same species based on PV, OV, etc of decent individs.",20211105,LSL
SG2105,Sarmiento,4,0,309,55,Benthosema glaciale,BEGL,visual,BEGL,,H,SG2105_ORG309-310_MOC4_NET0,,,34.3,0.5452,,,visual,,,,,neg80,"Fish 301-320, most mushy with skin missing but appear to be same species based on PV, OV, etc of decent individs.",20211105,LSL
SG2105,Sarmiento,4,0,310,55,Benthosema glaciale,BEGL,visual,BEGL,,H,SG2105_ORG309-310_MOC4_NET0,,,35.58,0.6199,0.0295,0.0115,mb,,,,,neg80,"Fish 301-320, most mushy with skin missing but appear to be same species based on PV, OV, etc of decent individs.",20211105,LSL
SG2105,Sarmiento,4,0,311,55,Benthosema glaciale,BEGL,visual,BEGL,,H,SG2105_ORG311-313_MOC4_NET0,,,32.73,0.5501,0.0148,0.002,mb,,,,,neg80,"Fish 301-320, most mushy with skin missing but appear to be same species based on PV, OV, etc of decent individs.",20211105,LSL
